log_source,event_id,timestamp,date,time,hour,day_of_week,use_case,entity_id,action,room,floor,device_type,network_type,tap_timestamp,command_sent_timestamp,rest_response_timestamp,ws_confirmation_timestamp,end_to_end_latency_ms,success,failure_reason,trigger_method,app_screen,riverpod_provider,docklet_id,dock_id
flutter_app,d8be1bbf-8dff-440b-b9ea-6959e1cf0075,2025-06-15 13:28:33.129,2025-06-15,13:28:33,13,Sunday,UC5,light.snap_study_main,turn_off,Study Room,First Floor,snap,remote,2025-06-15 13:28:33.129,2025-06-15 13:28:33.187,2025-06-15 13:28:33.357,2025-06-15 13:28:34.462,1333,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,0ccab740-601f-4e8c-8089-d88fa34766c1,2025-06-15 18:56:40.036,2025-06-15,18:56:40,18,Sunday,UC1,light.snap_kitchen_main,turn_on,Kitchen,Ground Floor,snap,local,2025-06-15 18:56:40.036,2025-06-15 18:56:40.109,2025-06-15 18:56:40.219,2025-06-15 18:56:40.578,542,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,de0420e6-7805-473d-9bdb-182ac284061c,2025-06-15 07:52:11.751,2025-06-15,07:52:11,7,Sunday,UC1,light.snap_study_main,turn_off,Study Room,First Floor,snap,local,2025-06-15 07:52:11.751,2025-06-15 07:52:11.781,2025-06-15 07:52:11.952,2025-06-15 07:52:12.146,395,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,5299b48b-c24a-45e9-b012-9a5ba35fb012,2025-06-15 14:42:11.898,2025-06-15,14:42:11,14,Sunday,UC5,fan.snap_dining_fan,turn_on,Dining Room,Ground Floor,snap,remote,2025-06-15 14:42:11.898,2025-06-15 14:42:11.966,2025-06-15 14:42:12.117,2025-06-15 14:42:13.182,1284,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,c2a19070-b706-4021-b7c0-7ff606842a2f,2025-06-15 10:14:07.986,2025-06-15,10:14:07,10,Sunday,UC5,fan.snap_dining_fan,turn_off,Dining Room,Ground Floor,snap,remote,2025-06-15 10:14:07.986,2025-06-15 10:14:08.023,2025-06-15 10:14:08.128,2025-06-15 10:14:08.919,933,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,f54d1aec-e04d-4bce-a824-05ca09436b7f,2025-06-15 18:22:44.407,2025-06-15,18:22:44,18,Sunday,UC5,light.snap_kitchen_counter,turn_off,Kitchen,Ground Floor,snap,remote,2025-06-15 18:22:44.407,2025-06-15 18:22:44.438,2025-06-15 18:22:44.572,2025-06-15 18:22:45.507,1100,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,822b9626-0318-4955-8585-bd3825d3edc6,2025-06-15 12:58:03.274,2025-06-15,12:58:03,12,Sunday,UC1,light.snap_study_main,toggle,Study Room,First Floor,snap,local,2025-06-15 12:58:03.274,2025-06-15 12:58:03.318,2025-06-15 12:58:03.420,2025-06-15 12:58:03.647,373,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,4e54c60e-611f-4937-a9f4-cb3519426aac,2025-06-15 21:49:49.566,2025-06-15,21:49:49,21,Sunday,UC1,light.snap_kitchen_main,toggle,Kitchen,Ground Floor,snap,local,2025-06-15 21:49:49.566,2025-06-15 21:49:49.606,2025-06-15 21:49:49.803,2025-06-15 21:49:50.023,457,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,023ce4eb-7766-4831-a386-d94845ce4de4,2025-06-15 06:25:50.496,2025-06-15,06:25:50,6,Sunday,UC1,light.snap_kitchen_main,turn_on,Kitchen,Ground Floor,snap,local,2025-06-15 06:25:50.496,2025-06-15 06:25:50.528,2025-06-15 06:25:50.657,2025-06-15 06:25:50.858,362,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,1194147d-a31e-4675-87a4-5a2045a69538,2025-06-15 18:08:52.758,2025-06-15,18:08:52,18,Sunday,UC1,fan.snap_dining_fan,turn_on,Dining Room,Ground Floor,snap,local,2025-06-15 18:08:52.758,2025-06-15 18:08:52.789,2025-06-15 18:08:52.852,2025-06-15 18:08:53.366,608,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,b0db6a00-0cd2-4b9f-b505-4b0d44e49f47,2025-06-15 21:06:47.602,2025-06-15,21:06:47,21,Sunday,UC5,light.snap_study_main,turn_on,Study Room,First Floor,snap,remote,2025-06-15 21:06:47.602,2025-06-15 21:06:47.664,2025-06-15 21:06:47.729,2025-06-15 21:06:48.521,919,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,3be13755-26ef-4639-85f2-b25b3dccf5e5,2025-06-15 13:06:16.992,2025-06-15,13:06:16,13,Sunday,UC1,light.snap_study_main,turn_off,Study Room,First Floor,snap,local,2025-06-15 13:06:16.992,2025-06-15 13:06:17.057,2025-06-15 13:06:17.188,2025-06-15 13:06:17.389,397,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,eef3bfb2-1824-49b3-9bc5-166139df3c77,2025-06-15 21:34:32.250,2025-06-15,21:34:32,21,Sunday,UC5,light.snap_study_main,turn_on,Study Room,First Floor,snap,remote,2025-06-15 21:34:32.250,2025-06-15 21:34:32.328,2025-06-15 21:34:32.527,2025-06-15 21:34:33.595,1345,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,ad2d5394-6aaa-47a3-a479-db9f99aea361,2025-06-15 08:01:25.789,2025-06-15,08:01:25,8,Sunday,UC1,light.snap_kitchen_counter,turn_off,Kitchen,Ground Floor,snap,local,2025-06-15 08:01:25.789,2025-06-15 08:01:25.840,2025-06-15 08:01:25.936,2025-06-15 08:01:26.427,638,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,2b5f320a-05d6-4766-8fb9-020d827ee15d,2025-06-15 06:10:13.885,2025-06-15,06:10:13,6,Sunday,UC1,light.snap_study_main,toggle,Study Room,First Floor,snap,local,2025-06-15 06:10:13.885,2025-06-15 06:10:13.948,2025-06-15 06:10:14.067,2025-06-15 06:10:14.307,422,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,976f5081-e22f-411a-99c5-9d00038071ee,2025-06-15 09:19:47.345,2025-06-15,09:19:47,9,Sunday,UC1,light.snap_kitchen_counter,turn_on,Kitchen,Ground Floor,snap,local,2025-06-15 09:19:47.345,2025-06-15 09:19:47.392,2025-06-15 09:19:47.505,2025-06-15 09:19:47.984,639,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,be676726-1b10-426c-848f-9f0441ca8c0c,2025-06-15 23:46:59.901,2025-06-15,23:46:59,23,Sunday,UC1,fan.snap_dining_fan,toggle,Dining Room,Ground Floor,snap,local,2025-06-15 23:46:59.901,2025-06-15 23:46:59.940,2025-06-15 23:47:00.074,2025-06-15 23:47:00.441,540,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,c7f04959-da2b-4a83-82a6-54b1d682fe3d,2025-06-16 07:30:04.005,2025-06-16,07:30:04,7,Monday,UC1,fan.snap_dining_fan,toggle,Dining Room,Ground Floor,snap,local,2025-06-16 07:30:04.005,2025-06-16 07:30:04.041,2025-06-16 07:30:04.116,2025-06-16 07:30:04.403,398,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,da3135da-ff4c-4e04-831f-9f773fdedd7a,2025-06-16 17:51:47.892,2025-06-16,17:51:47,17,Monday,UC1,light.snap_study_main,turn_on,Study Room,First Floor,snap,local,2025-06-16 17:51:47.892,2025-06-16 17:51:47.961,2025-06-16 17:51:48.058,2025-06-16 17:51:48.360,468,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,809b780d-8a36-4e66-8d55-b3351d315e13,2025-06-16 20:53:13.978,2025-06-16,20:53:13,20,Monday,UC5,light.snap_kitchen_counter,toggle,Kitchen,Ground Floor,snap,remote,2025-06-16 20:53:13.978,2025-06-16 20:53:14.043,2025-06-16 20:53:14.216,2025-06-16 20:53:15.306,1328,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,5fadfc1f-8451-482c-9f95-10f52f89227f,2025-06-16 19:43:07.571,2025-06-16,19:43:07,19,Monday,UC1,light.snap_study_main,toggle,Study Room,First Floor,snap,local,2025-06-16 19:43:07.571,2025-06-16 19:43:07.650,2025-06-16 19:43:07.798,2025-06-16 19:43:07.933,362,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,fc7b2a3c-623d-4c92-8ce4-848921ab3799,2025-06-16 17:56:58.961,2025-06-16,17:56:58,17,Monday,UC1,light.snap_kitchen_counter,turn_off,Kitchen,Ground Floor,snap,local,2025-06-16 17:56:58.961,2025-06-16 17:56:59.024,2025-06-16 17:56:59.133,2025-06-16 17:56:59.316,355,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,7725d29c-830d-4e52-9f46-c05875d1d412,2025-06-16 10:06:58.377,2025-06-16,10:06:58,10,Monday,UC5,fan.snap_dining_fan,toggle,Dining Room,Ground Floor,snap,remote,2025-06-16 10:06:58.377,2025-06-16 10:06:58.448,2025-06-16 10:06:58.630,2025-06-16 10:06:59.598,1221,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,a5eb367f-cef9-49de-a68b-ddf35d32eb3d,2025-06-16 14:55:41.768,2025-06-16,14:55:41,14,Monday,UC1,light.snap_kitchen_main,turn_on,Kitchen,Ground Floor,snap,local,2025-06-16 14:55:41.768,2025-06-16 14:55:41.806,2025-06-16 14:55:41.887,2025-06-16 14:55:42.196,428,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,b646b753-61e2-4636-8155-40a436e2a4a8,2025-06-16 04:40:45.063,2025-06-16,04:40:45,4,Monday,UC5,fan.snap_dining_fan,turn_on,Dining Room,Ground Floor,snap,remote,2025-06-16 04:40:45.063,2025-06-16 04:40:45.134,2025-06-16 04:40:45.198,2025-06-16 04:40:45.947,884,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,370d1b2d-8bcd-4786-be30-3946bdf9f786,2025-06-16 18:04:12.844,2025-06-16,18:04:12,18,Monday,UC1,light.snap_kitchen_counter,toggle,Kitchen,Ground Floor,snap,local,2025-06-16 18:04:12.844,2025-06-16 18:04:12.912,2025-06-16 18:04:13.022,2025-06-16 18:04:13.282,438,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,6e8b3ef2-f402-4e3a-8d51-045f9886b4ed,2025-06-16 12:40:47.862,2025-06-16,12:40:47,12,Monday,UC1,light.snap_kitchen_main,turn_off,Kitchen,Ground Floor,snap,local,2025-06-16 12:40:47.862,2025-06-16 12:40:47.928,2025-06-16 12:40:48.010,2025-06-16 12:40:48.391,529,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,66b352a5-6c08-4ac6-bd97-aa0bb8b99d42,2025-06-16 06:58:05.186,2025-06-16,06:58:05,6,Monday,UC1,light.snap_kitchen_main,turn_on,Kitchen,Ground Floor,snap,local,2025-06-16 06:58:05.186,2025-06-16 06:58:05.229,2025-06-16 06:58:05.384,2025-06-16 06:58:05.546,360,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,0f4221b0-630a-4c00-bea7-94f1fb5d3f63,2025-06-16 07:20:26.231,2025-06-16,07:20:26,7,Monday,UC5,light.snap_kitchen_counter,turn_off,Kitchen,Ground Floor,snap,remote,2025-06-16 07:20:26.231,2025-06-16 07:20:26.305,2025-06-16 07:20:26.477,2025-06-16 07:20:27.012,781,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,68b58c88-4b24-4a83-9253-e68f6b2af293,2025-06-16 16:44:27.355,2025-06-16,16:44:27,16,Monday,UC1,fan.snap_dining_fan,turn_on,Dining Room,Ground Floor,snap,local,2025-06-16 16:44:27.355,2025-06-16 16:44:27.390,2025-06-16 16:44:27.581,2025-06-16 16:44:27.962,607,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,224a406d-347c-4507-936b-2a18601e5b90,2025-06-16 08:16:02.944,2025-06-16,08:16:02,8,Monday,UC3,light.snap_kitchen_main,bind,Kitchen,Ground Floor,snap,local,2025-06-16 08:16:02.944,2025-06-16 08:16:02.997,2025-06-16 08:16:03.153,2025-06-16 08:16:04.817,1873,True,,tile_tap,room_view,deviceStateProvider,switch.docklet_5,dock_kitchen
flutter_app,97b07380-6ac7-4cb1-8ab0-1cb63b39d77e,2025-06-16 21:20:44.107,2025-06-16,21:20:44,21,Monday,UC1,fan.snap_dining_fan,turn_on,Dining Room,Ground Floor,snap,local,2025-06-16 21:20:44.107,2025-06-16 21:20:44.148,2025-06-16 21:20:44.299,2025-06-16 21:20:44.700,593,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,5e13031b-03e3-42bb-aff2-1cd55009a512,2025-06-16 19:38:21.494,2025-06-16,19:38:21,19,Monday,UC1,light.snap_study_main,turn_off,Study Room,First Floor,snap,local,2025-06-16 19:38:21.494,2025-06-16 19:38:21.550,2025-06-16 19:38:21.719,2025-06-16 19:38:21.963,469,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,4847a6a3-0588-40e3-b34d-5053c580f086,2025-06-16 12:01:10.524,2025-06-16,12:01:10,12,Monday,UC5,light.snap_kitchen_counter,turn_off,Kitchen,Ground Floor,snap,remote,2025-06-16 12:01:10.524,2025-06-16 12:01:10.590,2025-06-16 12:01:10.685,2025-06-16 12:01:11.838,1314,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,309a1135-3382-4d3d-bd6f-b8279338eb43,2025-06-16 07:06:30.563,2025-06-16,07:06:30,7,Monday,UC1,light.snap_study_main,toggle,Study Room,First Floor,snap,local,2025-06-16 07:06:30.563,2025-06-16 07:06:30.638,2025-06-16 07:06:30.760,2025-06-16 07:06:31.154,591,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,2444e4b0-0aef-4c37-b42b-2ca118fe5e16,2025-06-16 07:48:59.136,2025-06-16,07:48:59,7,Monday,UC5,light.snap_study_main,turn_off,Study Room,First Floor,snap,remote,2025-06-16 07:48:59.136,2025-06-16 07:48:59.204,2025-06-16 07:48:59.364,2025-06-16 07:49:00.426,1290,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,c6586b93-19ca-4e4b-bbbf-e8489ee7e167,2025-06-16 11:42:47.993,2025-06-16,11:42:47,11,Monday,UC5,light.snap_kitchen_main,turn_on,Kitchen,Ground Floor,snap,remote,2025-06-16 11:42:47.993,2025-06-16 11:42:48.046,2025-06-16 11:42:48.193,2025-06-16 11:42:48.775,782,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,4dbf2de0-f52c-41b6-8236-d1b56407a323,2025-06-16 17:48:25.936,2025-06-16,17:48:25,17,Monday,UC1,light.snap_kitchen_main,toggle,Kitchen,Ground Floor,snap,local,2025-06-16 17:48:25.936,2025-06-16 17:48:25.985,2025-06-16 17:48:26.156,2025-06-16 17:48:26.541,605,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,074502b3-1ff3-4070-b436-8e4f824860bc,2025-06-16 12:33:53.108,2025-06-16,12:33:53,12,Monday,UC1,light.snap_study_main,turn_on,Study Room,First Floor,snap,local,2025-06-16 12:33:53.108,2025-06-16 12:33:53.138,2025-06-16 12:33:53.239,2025-06-16 12:33:53.509,401,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,d14b45ec-f8f2-4e90-b5b9-4d6cf4c1d143,2025-06-16 16:24:43.465,2025-06-16,16:24:43,16,Monday,UC3,light.snap_kitchen_main,bind,Kitchen,Ground Floor,snap,local,2025-06-16 16:24:43.465,2025-06-16 16:24:43.514,2025-06-16 16:24:43.682,2025-06-16 16:24:45.187,1722,True,,tile_tap,room_view,deviceStateProvider,switch.docklet_7,dock_dining
flutter_app,b588a08e-8d58-4908-a851-de93443881a0,2025-06-16 17:38:51.821,2025-06-16,17:38:51,17,Monday,UC1,light.snap_study_main,toggle,Study Room,First Floor,snap,local,2025-06-16 17:38:51.821,2025-06-16 17:38:51.858,2025-06-16 17:38:51.963,2025-06-16 17:38:52.413,592,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,c8179eb1-c20f-4bdf-914d-36352d32169e,2025-06-16 19:55:43.081,2025-06-16,19:55:43,19,Monday,UC1,light.snap_kitchen_counter,turn_on,Kitchen,Ground Floor,snap,local,2025-06-16 19:55:43.081,2025-06-16 19:55:43.138,2025-06-16 19:55:43.210,2025-06-16 19:55:43.563,482,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,77d3e783-ba0c-493e-bebe-046e1782fb88,2025-06-16 03:55:31.471,2025-06-16,03:55:31,3,Monday,UC5,fan.snap_dining_fan,turn_on,Dining Room,Ground Floor,snap,remote,2025-06-16 03:55:31.471,2025-06-16 03:55:31.522,2025-06-16 03:55:31.657,2025-06-16 03:55:32.773,1302,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,9398aa99-c302-4e14-80a8-03bb477d9dc2,2025-06-16 09:18:22.427,2025-06-16,09:18:22,9,Monday,UC1,light.snap_kitchen_main,turn_off,Kitchen,Ground Floor,snap,local,2025-06-16 09:18:22.427,2025-06-16 09:18:22.503,2025-06-16 09:18:22.572,2025-06-16 09:18:22.795,368,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,ae5f561e-5891-4585-91ac-01a1825eeb8a,2025-06-16 18:15:58.845,2025-06-16,18:15:58,18,Monday,UC1,light.snap_study_main,turn_on,Study Room,First Floor,snap,local,2025-06-16 18:15:58.845,2025-06-16 18:15:58.899,2025-06-16 18:15:59.090,2025-06-16 18:15:59.385,540,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,c8cd104c-6d0b-4951-8027-baed94a32b82,2025-06-16 21:47:19.432,2025-06-16,21:47:19,21,Monday,UC1,light.snap_study_main,turn_on,Study Room,First Floor,snap,local,2025-06-16 21:47:19.432,2025-06-16 21:47:19.489,2025-06-16 21:47:19.578,2025-06-16 21:47:19.913,481,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,44871454-8d95-471e-84e9-03d88907fa50,2025-06-17 18:17:17.473,2025-06-17,18:17:17,18,Tuesday,UC1,fan.snap_dining_fan,turn_on,Dining Room,Ground Floor,snap,local,2025-06-17 18:17:17.473,2025-06-17 18:17:17.507,2025-06-17 18:17:17.640,2025-06-17 18:17:17.832,359,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,f17bdb60-4a1b-4d0a-8104-55f30b4cc8fe,2025-06-17 17:40:38.336,2025-06-17,17:40:38,17,Tuesday,UC5,light.snap_study_main,turn_off,Study Room,First Floor,snap,remote,2025-06-17 17:40:38.336,2025-06-17 17:40:38.388,2025-06-17 17:40:38.561,2025-06-17 17:40:38.948,612,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,493cd409-10a7-4b59-8804-35ad4a6bc0ee,2025-06-17 16:22:05.212,2025-06-17,16:22:05,16,Tuesday,UC1,fan.snap_dining_fan,turn_off,Dining Room,Ground Floor,snap,local,2025-06-17 16:22:05.212,2025-06-17 16:22:05.243,2025-06-17 16:22:05.342,2025-06-17 16:22:05.723,511,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,29938cfc-9ba6-4dba-88df-a2052aecf63a,2025-06-17 07:38:54.126,2025-06-17,07:38:54,7,Tuesday,UC1,light.snap_kitchen_main,turn_off,Kitchen,Ground Floor,snap,local,2025-06-17 07:38:54.126,2025-06-17 07:38:54.166,2025-06-17 07:38:54.328,2025-06-17 07:38:54.532,406,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,0a86e358-a4ed-419d-8e78-d1b9562c125f,2025-06-17 15:14:54.413,2025-06-17,15:14:54,15,Tuesday,UC1,light.snap_study_main,turn_off,Study Room,First Floor,snap,local,2025-06-17 15:14:54.413,2025-06-17 15:14:54.468,2025-06-17 15:14:54.601,2025-06-17 15:14:54.993,580,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,605fe609-2ada-4466-8963-7adcc5048840,2025-06-17 20:48:29.671,2025-06-17,20:48:29,20,Tuesday,UC5,light.snap_kitchen_counter,toggle,Kitchen,Ground Floor,snap,remote,2025-06-17 20:48:29.671,2025-06-17 20:48:29.727,2025-06-17 20:48:29.892,2025-06-17 20:48:30.663,992,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,210a2e6f-75c9-47c1-bbf8-eec9ba713797,2025-06-17 12:55:15.179,2025-06-17,12:55:15,12,Tuesday,UC5,light.snap_study_main,toggle,Study Room,First Floor,snap,remote,2025-06-17 12:55:15.179,2025-06-17 12:55:15.210,2025-06-17 12:55:15.322,2025-06-17 12:55:16.109,930,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,9d4ddee7-0b8b-45f9-bb3f-0105680e8112,2025-06-17 13:43:38.454,2025-06-17,13:43:38,13,Tuesday,UC5,light.snap_kitchen_counter,turn_on,Kitchen,Ground Floor,snap,remote,2025-06-17 13:43:38.454,2025-06-17 13:43:38.494,2025-06-17 13:43:38.616,2025-06-17 13:43:39.566,1112,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,79f44ea5-c885-480f-b733-2505e8f33757,2025-06-17 22:00:47.033,2025-06-17,22:00:47,22,Tuesday,UC5,light.snap_study_main,toggle,Study Room,First Floor,snap,remote,2025-06-17 22:00:47.033,2025-06-17 22:00:47.079,2025-06-17 22:00:47.276,2025-06-17 22:00:48.027,994,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,1b406c08-292b-47cc-950c-b9d1aa556d2d,2025-06-17 12:21:09.934,2025-06-17,12:21:09,12,Tuesday,UC1,light.snap_kitchen_counter,turn_off,Kitchen,Ground Floor,snap,local,2025-06-17 12:21:09.934,2025-06-17 12:21:09.993,2025-06-17 12:21:10.178,2025-06-17 12:21:10.333,399,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,695e2620-d83d-4dca-9cb2-5975e1f6961c,2025-06-17 11:44:28.338,2025-06-17,11:44:28,11,Tuesday,UC1,light.snap_study_main,toggle,Study Room,First Floor,snap,local,2025-06-17 11:44:28.338,2025-06-17 11:44:28.377,2025-06-17 11:44:28.570,2025-06-17 11:44:28.828,490,True,,tile_tap,room_view,deviceStateProvider,,
